"identifier	Origin	DiffAvg	definition",,,,,,,,,,
"MOD:00976	X	38.09	""modification from DeltaMass - OBSOLETE because redundant and identical to MOD:01072. Remap to MOD:01072.""",,,,,,,,,,
"MOD:01072	X	38.09	""A protein modification that effectively substitutes one potassium atom for one hydrogen atom.""",,,,,,,,,,
"MOD:01243	X	38.09	""A protein modification that effectively converts a C-terminal residue to the potassium carboxylate salt.""",,,,,,,,,,
"MOD:00579	X	40.06	""modification from UniMod Other""",,,,,,,,,,
"MOD:00509	X	41.05	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00394	X	42.04	""A protein modification that effectively replaces a hydrogen atom with an acetyl group.""",,,,,,,,,,
"MOD:00408	X	42.04	""A protein modification that effectively replaces a residue amino or imino hydrogen with an acetyl group.""",,,,,,,,,,
"MOD:00644	X	42.04	""A protein modification that effectively replaces a residue hydroxyl group with an acetoxy group.""",,,,,,,,,,
"MOD:00645	X	42.04	""A protein modification that effectively replaces a residue sulfanyl group with an acetylsulfanyl group.""",,,,,,,,,,
"MOD:01458	X	42.04	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with an acetyl group.""",,,,,,,,,,
"MOD:00430	X	42.08	""A protein modification that effectively replaces three hydrogen atoms with three methyl groups.""",,,,,,,,,,
"MOD:01687	X	42.08	""A protein modification that effectively replaces an alpha-aminium group with a trimethylaminium group.""",,,,,,,,,,
"MOD:00398	X	43.02	""A protein modification that effectively replaces a hydrogen atom with a carbamoyl (carboxamido) group. Replacement of an amino hydrogen produces a ureido group.""",,,,,,,,,,
"MOD:01679	X	43.02	""A protein modification that effectively replaces a residue alpha amino or imino hydrogen with a carbamoyl group.""",,,,,,,,,,
"MOD:00711	X	43.09	""A protein modification that effectively replaces three hydrogen atoms with three methyl groups"," after a proton has been added to form an aminium group.""",,,,,,,,,
"MOD:01698	X	43.09	""A protein modification that effectively replaces an amino group with a trimethylaminium group.""",,,,,,,,,,
"MOD:00977	X	43.96	""modification from DeltaMass""",,,,,,,,,,
"MOD:01152	X	44.01	""A protein modification that effectively replaces a hydrogen atom with a carboxylic acid group.""",,,,,,,,,,
"MOD:00461	X	45.00	""A protein modification that effectively substitutes a nitrite (NO2) group for a hydrogen atom.""",,,,,,,,,,
"MOD:00449	X	45.03	""modification from UniMod Isotopic label""",,,,,,,,,,
"MOD:01153	X	46.09	""A protein modification that effectively replaces a hydrogen atom with an methylsulfanyl group (thiomethyl group).""",,,,,,,,,,
"MOD:00007	X	46.91	""A protein modification that effectively substitutes a selenium atom for a sulfur atom.""",,,,,,,,,,
"MOD:01409	X	48.00	""A protein modification that effectively replaces three hydrogen atoms with three hydroxyl groups.""",,,,,,,,,,
"MOD:00630	X	54.05	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01895	X	56.03	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a 3x(12)C-labeled propanoyl group.""",,,,,,,,,,
"MOD:00451	X	56.06	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a propanoyl group.""",,,,,,,,,,
"MOD:00557	X	56.06	""modification from UniMod Other""",,,,,,,,,,
"MOD:01894	X	56.06	""A protein modification that effectively replaces a hydrogen atom with an propanoyl group.""",,,,,,,,,,
"MOD:00397	X	57.05	""A protein modification that is produced by reaction with iodoacetamide"," usually replacement of a reactive hydrogen with a methylcarboxamido group.""",,,,,,,,,
"MOD:01090	X	57.05	""A protein modification that by reaction of iodoacetamide effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a carboxamidomethyl group.""",,,,,,,,,,
"MOD:00399	X	58.04	""A protein modification that is produced by reaction with iodoacetic acid"," usually replacement of a reactive hydrogen with a methylcarboxy group.""",,,,,,,,,
"MOD:01084	X	58.04	""A protein modification that by reaction of iodoacetic acid effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a carboxymethyl group.""",,,,,,,,,,
"MOD:00981	X	60.07	""modification from DeltaMass""",,,,,,,,,,
"MOD:01208	X	62.54	""A protein modification that effectively converts a C-terminal residue to the copper(1+) carboxylate salt.""",,,,,,,,,,
"MOD:01170	X	70.05	""A protein modification that effectively forms a 2-ketoimine of pyruvicacid with a residue amino group.""",,,,,,,,,,
"MOD:00576	X	70.09	""modification from UniMod Other""",,,,,,,,,,
"MOD:01996	X	70.09	""A protein modification that effectively replaces a hydrogen atom with an butanoyl group.""",,,,,,,,,,
"MOD:01997	X	70.09	""A protein modification that effectively replaces a residue amino or imino hydrogen with a butanoyl group.""",,,,,,,,,,
"MOD:01998	X	70.09	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a butanoyl group.""",,,,,,,,,,
"MOD:00993	X	76.10	""modification from DeltaMass""",,,,,,,,,,
"MOD:00553	X	76.18	""A protein modification that effectively substitutes a (2-sulfanylethyl)sulfanyl (or thioethylthiol) group for a hydroxy group.""",,,,,,,,,,
"MOD:01912	X	78.90	""A protein modification that effectively substitutes one hydrogen atom of a residue with one bromine atom.""",,,,,,,,,,
"MOD:00415	X	79.98	""modification from UniMod - OBSOLETE because UniMod entry 22 is now merged with entry 21 remap to MOD:00696 &apos;phosphorylated residue&apos;.""",,,,,,,,,,
"MOD:00696	X	79.98	""A protein modification that effectively replaces a hydrogen atom with a phosphono group (H2PO3 or &apos;phosphate&apos;).""",,,,,,,,,,
"MOD:01455	X	79.98	""A protein modification that effectively replaces a residue hydroxyl or carboxyl hydrogen with a phosphono group (H2PO3 or &apos;phosphate&apos;).""",,,,,,,,,,
"MOD:01456	X	79.98	""A protein modification that effectively replaces a hydrogen atom of a residue amino or imino group with a phosphono group (H2PO3 or &apos;phosphate&apos;).""",,,,,,,,,,
"MOD:00695	X	80.06	""A protein modification that effectively substitutes a sulfonyl group for the hydrogen atom of a hydroxyl or sulfanyl group.""",,,,,,,,,,
"MOD:00997	X	82.15	""modification from DeltaMass""",,,,,,,,,,
"MOD:00561	X	85.11	""modification from UniMod Isotopic label""",,,,,,,,,,
"MOD:01002	X	85.11	""modification from DeltaMass""",,,,,,,,,,
"MOD:01004	X	86.09	""modification from DeltaMass""",,,,,,,,,,
"MOD:00535	X	87.18	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01223	X	88.12	""modification from UniMod Other -""",,,,,,,,,,
"MOD:00562	X	90.08	""modification from UniMod Isotopic label""",,,,,,,,,,
"MOD:01007	X	90.13	""A protein modification that effectively substitutes an anisyl (methoxyphenyl) group for a hydroxyl group"," typically at the 4 or para position.""",,,,,,,,,
"MOD:01008	X	90.13	""A protein modification that effectively substitutes a benzyl (phenylmethyl) group for a hydrogen atom.""",,,,,,,,,,
"MOD:01010	X	96.01	""A protein modification that effectively substitutes a trifluoroacetyl group for a hydrogen atom.""",,,,,,,,,,
"MOD:00583	X	96.04	""A protein modification that effectively replaces a hydrogen atom with a thiophosphono group (H2PO2S"," &apos;thiophosphate&apos;).""",,,,,,,,,
"MOD:00457	X	100.02	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a succinyl group.""",,,,,,,,,,
"MOD:01876	X	100.02	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a 4x(12)C labeled succinyl group.""",,,,,,,,,,
"MOD:01029	X	100.07	""A protein modification that effectively replaces a hydrogen atom with a succinyl group linked through a carbonyl carbon.""",,,,,,,,,,
"MOD:00459	X	104.03	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a 4x(13)C labeled succinyl group.""",,,,,,,,,,
"MOD:00458	X	104.04	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a 4x(2)H labeled succinyl group.""",,,,,,,,,,
"MOD:00505	X	104.11	""modification from UniMod Isotopic label""",,,,,,,,,,
"MOD:00790	X	105.02	""modification from UniMod - isotopic label ICPL method - The paper describes an H/D labeling strategy whereas the commercial product follows a C/13C labeling strategy. The digest is typically applied AFTER ICPL_light/heavy labeling"," only Protein N-term labeling and Lys-specific labeling is applied.""",,,,,,,,,
"MOD:01358	X	109.05	""modification from UniMod Isotopic label - Use when labelling post-digest""",,,,,,,,,,
"MOD:00789	X	111.04	""modification from UniMod - isotopic label ICPL method - The paper describes an H/D labeling strategy whereas the commercial product follows a C/13C labeling strategy. The digest is typically applied AFTER ICPL_light/heavy labeling"," only Protein N-term labeling and Lys-specific labeling is applied.""",,,,,,,,,
"MOD:00625	X	111.10	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01896	X	114.02	""A protein modification produced by trifluoroacetic acid forming an adduct", either a salt or a hydrogen bonded carboxylic acid dimer," with an amino acid residue.""",,,,,,,,
"MOD:00418	X	119.12	""A protein modification that effectively replaces a hydrogen atom with an (pyridin-3-yl)acetyl group.""",,,,,,,,,,
"MOD:00870	X	119.12	""A protein modification produced by formation of an adduct with phenyl isocyanate.""",,,,,,,,,,
"MOD:01693	X	119.12	""A protein modification that effectively replaces a residue alpha amino or imino hydrogen with a (pyrid-3-yl)acetyl group.""",,,,,,,,,,
"MOD:01032	X	120.15	""A protein modification that effectively substitutes a benzyloxymethyl group for a hydrogen atom.""",,,,,,,,,,
"MOD:01033	X	120.15	""A protein modification that effectively substitutes a p-methoxybenzyl group for a hydrogen atom.""",,,,,,,,,,
"MOD:01034	X	121.10	""A protein modification that effectively substitutes a 4-nitrophenyl group for a hydrogen atom.""",,,,,,,,,,
"MOD:00586	X	121.20	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00878	X	122.17	""dimethyl pimelimidate modification from UniMod - Mechanism of the reaction of imidoesters with amines""",,,,,,,,,,
"MOD:00818	X	123.05	""A protein modification that effectively converts a residue to a glycosylphosphatidylinositolethanolamidated.""",,,,,,,,,,
"MOD:00634	X	123.60	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00871	X	124.07	""A protein modification produced by formation of an adduct with (2)H5-phenyl isocyanate.""",,,,,,,,,,
"MOD:00500	X	125.90	""A protein modification that effectively substitutes one hydrogen atom of a residue with one iodine atom.""",,,,,,,,,,
"MOD:00666	X	126.20	""A protein modification that effectively replaces a hydrogen atom with an octanoyl group.""",,,,,,,,,,
"MOD:00669	X	126.20	""A protein modification that effectively replaces a residue hydroxyl group with a octanoyloxy group.""",,,,,,,,,,
"MOD:00422	X	127.14	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a morpholine-2-acetyl group.""",,,,,,,,,,
"MOD:01813	X	127.14	""A protein modification that effectively substitutes a morpholine-2-acetyl group for a hydrogen atom.""",,,,,,,,,,
"MOD:00453	X	127.19	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a quaternary amine reagent light form group.""",,,,,,,,,,
"MOD:00943	X	128.19	""modification from UniMod Isotopic label""",,,,,,,,,,
"MOD:00454	X	130.12	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a quaternary amine reagent heavy (+3amu) form group.""",,,,,,,,,,
"MOD:00729	X	132.12	""a protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a pentose sugar group through a glycosidic bond""",,,,,,,,,,
"MOD:00730	X	132.12	""a protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a arabinose sugar group through a glycosidic bond""",,,,,,,,,,
"MOD:00731	X	132.12	""a protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a ribose sugar group through a glycosidic bond""",,,,,,,,,,
"MOD:00732	X	132.12	""a protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a xylose sugar group through a glycosidic bond""",,,,,,,,,,
"MOD:00455	X	133.14	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a quaternary amine reagent heavy (+6amu) form group.""",,,,,,,,,,
"MOD:00940	X	134.14	""A protein modification produced by formation of an adduct with 3-methyl-2-pyridyl isocyanate.""",,,,,,,,,,
"MOD:00592	X	136.12	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00456	X	136.16	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with a quaternary amine reagent heavy (+9amu) form group.""",,,,,,,,,,
"MOD:00944	X	137.16	""modification from UniMod Isotopic label""",,,,,,,,,,
"MOD:01864	X	140.09	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems mTRAQ light reporter+balance group.""",,,,,,,,,,
"MOD:01865	X	140.09	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems mTRAQ light reporter+balance group.""",,,,,,,,,,
"MOD:00631	X	143.14	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00564	X	144.10	""Modification from UniMod Isotopic label. The UniMod term was extracted when it had not been approved. OBSOLETE because redundant to MOD:01505. Remap to MOD:01505"," or one of the child terms MOD:01493 or MOD:01497.""",,,,,,,,,
"MOD:01492	X	144.10	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ4plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01493	X	144.10	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ4plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01499	X	144.10	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ4plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01500	X	144.10	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ4plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01506	X	144.10	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ4plex-117 reporter+balance group.""",,,,,,,,,,
"MOD:01507	X	144.10	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ4plex-117 reporter+balance group.""",,,,,,,,,,
"MOD:01485	X	144.11	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ4plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:01486	X	144.11	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ4plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:00612	X	145.18	""A protein modification that is produced by derivatization of a residue with 3",3-dithiobis[sulfosuccinimidyl propanoate], DTSSP, or with Pierce EZ-Link Sulfo-NHS-SS-Biotin reagent, sulfosuccinimidyl 3-[(2-[biotinamido]ethyl)disulfanyl]propanoate," followed by reduction with dithiothreitol and then reaction with iodoacetamide.""",,,,,
"MOD:01695	X	145.18	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with an 3-(carboxamidomethylthio)propanoyl group.""",,,,,,,,,,
"MOD:00614	X	146.14	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a fucose (6-deoxy-D-galactose) group through a glycosidic bond.""",,,,,,,,,,
"MOD:00736	X	146.14	""a protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a deoxyhexose group through a glycosidic bond""",,,,,,,,,,
"MOD:00877	X	154.21	""dimethyl pimelimidate modification from UniMod""",,,,,,,,,,
"MOD:00667	X	154.25	""A protein modification that effectively replaces a hydrogen atom with a decanoyl group.""",,,,,,,,,,
"MOD:00668	X	154.25	""A protein modification that effectively replaces a residue hydroxyl group with a decanoyloxy group.""",,,,,,,,,,
"MOD:00605	X	155.17	""modification from UniMod Chemical derivative"," C-Terminal/Glutamate/Aspartate sulfonation""",,,,,,,,,
"MOD:00446	X	156.22	""A protein modification produced by formation of an adduct of a residue with 4-hydroxynonenal.""",,,,,,,,,,
"MOD:00642	X	158.24	""A protein modification produced by formation of an adduct of a residue with 4-hydroxynonenal artificially reduced by a reagent such as NaBH4.""",,,,,,,,,,
"MOD:00606	X	161.02	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00876	X	161.16	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a hexosamine sugar group through a glycosidic bond.""",,,,,,,,,,
"MOD:00433	X	162.14	""A protein modification that effectively replaces a hydrogen atom with an glucose group through a glycosidic bond.""",,,,,,,,,,
"MOD:00595	X	162.14	""A protein modification that effectively replaces a hydrogen atom with an manose group through a glycosidic bond""",,,,,,,,,,
"MOD:00726	X	162.14	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a glucose group through a glycosidic bond.""",,,,,,,,,,
"MOD:00727	X	162.14	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a mannose group through a glycosidic bond","
MOD:00728	X	162.14	A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a galactose group through a glycosidic bond.""",,,,,,,,,
"MOD:00761	X	162.14	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with one hexose sugar group through a glycosidic bond.""",,,,,,,,,,
"MOD:01071	X	166.22	""A protein modification that effectively substitutes a diphenylmethyl group for a hydrogen atom.""",,,,,,,,,,
"MOD:01074	X	169.20	""A protein modification that effectively substitutes a napthylacetyl group for a hydrogen atom.""",,,,,,,,,,
"MOD:01073	X	169.58	""A protein modification that effectively substitutes a 2-chlorobenzyloxycarbonyl group for a hydrogen atom.""",,,,,,,,,,
"MOD:00547	X	170.17	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00621	X	170.17	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00879	X	175.19	""modification from UniMod""",,,,,,,,,,
"MOD:00447	X	176.12	""A protein modification that effectively results from forming an adduct with a glucuronic acid either through a carboxyl group amide or ester bond"," or through C1-glycosylation.""",,,,,,,,,
"MOD:00735	X	176.12	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a hexosuronic acid group through a glycosidic bond.""",,,,,,,,,,
"MOD:01088	X	180.20	""A protein modification that effectively substitutes a 2",4,"6-trimethyloxybenzyl group for a hydrogen atom.""",,,,,,,,
"MOD:00596	X	183.23	""A protein modification that is produced by formation of an adduct with 4-(2-aminoethyl)benzenesulfonyl fluoride"," AEBS.""",,,,,,,,,
"MOD:01697	X	183.23	""A protein modification that effectively replaces a residue alpha-amino- or alpha-imino-hydrogen with an 4-(2-aminoethyl)benzenesulfonyl group.""",,,,,,,,,,
"MOD:00925	X	192.17	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with a heptose sugar group through a glycosidic bond.""",,,,,,,,,,
"MOD:00436	X	203.19	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with an N-acetylhexosamine group through a glycosidic bond.""",,,,,,,,,,
"MOD:00448	X	203.19	""A protein modification that effectively replaces a hydrogen atom with an N-acetylaminoglucose group through a glycosidic bond.""",,,,,,,,,,
"MOD:00563	X	203.19	""A protein modification that effectively replaces a hydrogen atom with an N-acetylaminogalactose group through a glycosidic bond.""",,,,,,,,,,
"MOD:00733	X	203.19	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with an N-acetylglucosamine group through a glycosidic bond.""",,,,,,,,,,
"MOD:00734	X	203.19	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with an N-acetylgalactosamine group through a glycosidic bond.""",,,,,,,,,,
"MOD:01673	X	203.19	""A protein modification that effectively replaces a hydrogen atom with an N-acetylaminohexose group through a glycosidic bond.""",,,,,,,,,,
"MOD:00437	X	204.36	""A protein modification that effectively replaces a hydrogen atom with a farnesyl group.""",,,,,,,,,,
"MOD:00438	X	210.36	""A protein modification that effectively replaces a hydrogen atom with a myristoyl group.""",,,,,,,,,,
"MOD:00650	X	210.36	""A protein modification that effectively replaces a residue amino group with a myristoylamino group.""",,,,,,,,,,
"MOD:00655	X	210.36	""A protein modification that effectively replaces a residue sulfanyl group with an myristoylsulfanyl group.""",,,,,,,,,,
"MOD:00584	X	215.24	""A protein modification produced by formation of an adduct with 4-sulfophenyl isothiocyanate.""",,,,,,,,,,
"MOD:01908	X	215.24	""A protein modification that effectively converts a residue to the 4-sulfophenyl isothiocyanate adduct"," alpha-amino-[(4-sulfophenyl)carbamothioyl] residue.""",,,,,,,,,
"MOD:00534	X	218.34	""modification from UniMod Post-translational""",,,,,,,,,,
"MOD:00880	X	220.99	""A protein modification produced by formation of an adduct with 6x(13)C labeled 4-sulfophenyl isothiocyanate.""",,,,,,,,,,
"MOD:01909	X	220.99	""A protein modification that effectively converts a residue to the 6x(13)C labeled 4-sulfophenyl isothiocyanate adduct"," alpha-amino-[(4-sulfophenyl)carbamothioyl] residue.""",,,,,,,,,
"MOD:00467	X	225.31	""A protein modification that effectively substitutes an iminobiotinyl group for a hydrogen atom.""",,,,,,,,,,
"MOD:01885	X	226.29	""A protein modification that effectively replaces a hydrogen atom with a biotinyl group.""",,,,,,,,,,
"MOD:00928	X	227.39	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01715	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a residue with a Proteome Sciences TMT6plex reporter+balance group.""",,,,,,,,,,
"MOD:01720	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a residue with the Proteome Sciences TMT6plex-126 reporter+balance group.""",,,,,,,,,,
"MOD:01721	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Proteome Sciences TMT6plex-126 reporter+balance group.""",,,,,,,,,,
"MOD:01728	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a residue with the Proteome Sciences TMT6plex-127 reporter+balance group.""",,,,,,,,,,
"MOD:01729	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Proteome Sciences TMT6plex-127 reporter+balance group.""",,,,,,,,,,
"MOD:01736	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a residue with the Proteome Sciences TMT6plex-128 reporter+balance group.""",,,,,,,,,,
"MOD:01737	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Proteome Sciences TMT6plex-128 reporter+balance group.""",,,,,,,,,,
"MOD:01744	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a residue with the Proteome Sciences TMT6plex-129 reporter+balance group.""",,,,,,,,,,
"MOD:01745	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Proteome Sciences TMT6plex-129 reporter+balance group.""",,,,,,,,,,
"MOD:01752	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a residue with the Proteome Sciences TMT6plex-130 reporter+balance group.""",,,,,,,,,,
"MOD:01753	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Proteome Sciences TMT6plex-130 reporter+balance group.""",,,,,,,,,,
"MOD:01760	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a residue with the Proteome Sciences TMT6plex-131 reporter+balance group.""",,,,,,,,,,
"MOD:01761	X	229.16	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Proteome Sciences TMT6plex-131 reporter+balance group.""",,,,,,,,,,
"MOD:01653	X	233.29	""A protein modification that is produced by formation of an adduct with 5-dimethylaminonaphthalene-1-sulfonyl chloride"," dansyl chloride.""",,,,,,,,,
"MOD:01655	X	233.29	""A protein modification that is produced by reaction with 5-dimethylaminonaphthalene-1-sulfonyl chloride", dansyl chloride," to form an alpha-amino-Dansyl-derivatized residue.""",,,,,,,,
"MOD:00931	X	234.34	""modification from UniMod Other - BHTOH is formed upon metabolism of BHT with P450 enzymes. The BHTOH is further metabolized to its quinone methide (electrophile) which reacts with -SH and -NH2 groups""",,,,,,,,,,
"MOD:01423	X	236.40	""A protein modification that effectively replaces a hydrogen atom with a palmitoleyl group.""",,,,,,,,,,
"MOD:01768	X	236.40	""A protein modification that effectively replaces a residue hydroxyl group with a palmitoleyloxy group.""",,,,,,,,,,
"MOD:00440	X	238.41	""A protein modification that effectively replaces a hydrogen atom with a palmitoyl group.""",,,,,,,,,,
"MOD:00651	X	238.41	""A protein modification that effectively replaces a residue amino group with a palmitoylamino group.""",,,,,,,,,,
"MOD:00652	X	238.41	""A protein modification that effectively replaces a residue hydroxyl group with a palmitoyloxy group.""",,,,,,,,,,
"MOD:00653	X	238.41	""A protein modification that effectively replaces a residue sulfanyl group with an palmitoylsulfanyl group.""",,,,,,,,,,
"MOD:01685	X	238.41	""A protein modification that effectively replaces a residue alpha-amino group with a alpha-palmitoylamino group.""",,,,,,,,,,
"MOD:00501	X	251.79	""A protein modification that effectively substitutes two hydrogen atoms of a residue with two iodine atoms.""",,,,,,,,,,
"MOD:01120	X	266.36	""A protein modification that is produced by formation of an adduct with 2",2,5,7,8-pentamethylchroman-6-sulfonyl chloride," Pmc chloride.""",,,,,
"MOD:00441	X	272.48	""A protein modification that effectively replaces a hydrogen atom with a geranylgeranyl group.""",,,,,,,,,,
"MOD:01656	X	287.34	""A protein modification that is produced by formation of an adduct with 4-(4-dimethylaminophenylazo)benzenesulfonyl chloride"," Dabsyl chloride.""",,,,,,,,,
"MOD:01658	X	287.34	""A protein modification that is produced by reaction with 4-(4-dimethylaminophenylazo)benzenesulfonyl chloride", dabsyl chloride," to form an alpha-amino-Dabsyl-derivatized residue.""",,,,,,,,
"MOD:00737	X	291.26	""A protein modification that effectively replaces a hydrogen atom of an amino acid residue or of a modifying group with an N-acetylneuraminic acid (sialic acid) group through a glycosidic bond.""",,,,,,,,,,
"MOD:01542	X	304.20	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ8plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01543	X	304.20	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ8plex-115 reporter+balance group.""",,,,,,,,,,
"MOD:01563	X	304.20	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ8plex-118 reporter+balance group.""",,,,,,,,,,
"MOD:01564	X	304.20	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ8plex-118 reporter+balance group.""",,,,,,,,,,
"MOD:01570	X	304.20	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ8plex-119 reporter+balance group.""",,,,,,,,,,
"MOD:01571	X	304.20	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ8plex-119 reporter+balance group.""",,,,,,,,,,
"MOD:01577	X	304.20	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ8plex-121 reporter+balance group.""",,,,,,,,,,
"MOD:01578	X	304.20	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ8plex-121 reporter+balance group.""",,,,,,,,,,
"MOD:01528	X	304.21	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ8plex-113 reporter+balance group.""",,,,,,,,,,
"MOD:01529	X	304.21	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ8plex-113 reporter+balance group.""",,,,,,,,,,
"MOD:01535	X	304.21	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ8plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:01536	X	304.21	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ8plex-114 reporter+balance group.""",,,,,,,,,,
"MOD:01549	X	304.21	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ8plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01550	X	304.21	""A protein modification that effectively replaces a hydrogen atom of a protein N-terminal with the Applied Biosystems iTRAQ8plex-116 reporter+balance group.""",,,,,,,,,,
"MOD:01556	X	304.21	""A protein modification that effectively replaces a hydrogen atom of a residue with the Applied Biosystems iTRAQ8plex-117 reporter+balance group.""",,,,,,,,,,
